,sp,chr,loc,scr,ms,mc,ml,orientation
13524,gorilla,2A,54000000,1248.2181,chimp,2A,20000000,same
13527,gorilla,11,24000000,1575.8182,human,11,35000000,same
13556,gorilla,5,57000000,1664.4156,human,17,25000000,same
13560,gorilla,X,35000000,1554.5620000000001,chimp,X,157000000,same
13574,gorilla,1,29000000,1266.0964,chimp,1,36000000,same
13584,gorilla,6,7000000,1688.5922,chimp,6,20000000,same
13594,gorilla,13,88000000,1543.4336,human,13,74000000,same
13616,gorilla,5,60000000,1928.41,human,17,19000000,same
13620,gorilla,19,25000000,1507.3828,chimp,19,47000000,same
13623,gorilla,11,71000000,960.08594,human,11,80000000,same
13631,gorilla,12,130000000,1837.7676,chimp,12,87000000,same
13637,gorilla,22,14000000,1372.1298,chimp,22,21000000,same
13640,gorilla,10,9000000,1714.7798,human,10,27000000,same
13644,gorilla,18,44000000,2056.1526,human,18,15000000,same
13646,gorilla,10,10000000,1609.05,human,10,26000000,same
13647,gorilla,7,99000000,1438.9227,human,7,96000000,same
13650,gorilla,18,73000000,1872.5742,chimp,18,46000000,same
13654,gorilla,10,27000000,1457.7097,human,10,12000000,same
13657,gorilla,15,38000000,1441.9492,human,15,36000000,same
13658,gorilla,22,23000000,1300.9789,chimp,22,12000000,same
13664,gorilla,3,181000000,1645.713,human,3,140000000,same
13666,gorilla,14,59000000,1487.424,human,14,67000000,same
13667,gorilla,12,107000000,1891.2294,chimp,12,110000000,same
13677,gorilla,19,12000000,1502.2996,human,19,11000000,same
13679,gorilla,11,46000000,1663.2856,human,11,13000000,same
13681,gorilla,2A,36000000,1700.5819,chimp,2A,38000000,same
13692,gorilla,6,168000000,1884.418,chimp,6,159000000,same
13713,gorilla,X,57000000,1270.6189,human,X,52000000,same
13717,gorilla,5,35000000,1336.4708,chimp,17,81000000,same
13721,gorilla,X,60000000,1647.6461,human,8,42000000,same
13728,gorilla,17,94000000,2008.3182,human,5,1000000,same
13739,gorilla,9,28000000,1918.1544,chimp,9,4000000,same
13751,gorilla,4,63000000,1656.8959,chimp,4,75000000,same
13761,gorilla,3,155000000,1658.4226,human,3,166000000,same
13763,gorilla,5,123000000,1536.7136,human,5,150000000,same
13765,gorilla,11,92000000,1655.5583,human,11,112000000,same
13784,gorilla,8,129000000,1780.6996,chimp,8,97000000,same
13832,gorilla,3,33000000,1792.4576,human,3,44000000,same
13834,gorilla,3,162000000,1560.6067,human,3,159000000,same
13860,gorilla,17,40000000,1797.9655,chimp,5,58000000,same
13864,gorilla,17,77000000,1843.2609,chimp,5,2000000,same
13870,gorilla,12,68000000,1648.8218,human,12,61000000,same
13872,gorilla,2B,18000000,1527.7228,human,2,123000000,same
13881,gorilla,4,80000000,1935.5824,chimp,4,59000000,same
13893,gorilla,16,16000000,1437.2,chimp,16,16000000,same
13900,gorilla,10,91000000,1948.102,human,10,68000000,same
13915,gorilla,5,141000000,1248.7491,chimp,5,157000000,same
13921,gorilla,9,3000000,1687.7779999999998,chimp,9,29000000,same
13926,gorilla,3,66000000,2036.661,human,3,12000000,same
13928,gorilla,3,137000000,1662.1035,human,3,183000000,same
13935,gorilla,3,51000000,1966.168,human,3,26000000,same
13938,gorilla,3,100000000,1747.6682,chimp,3,93000000,same
13940,gorilla,1,227000000,1450.8677,human,1,213000000,same
13979,gorilla,2A,105000000,1755.8629,chimp,2A,103000000,same
13982,gorilla,11,119000000,1769.8226,human,11,122000000,same
13989,gorilla,1,179000000,1781.2097,human,1,146000000,same
13995,gorilla,16,43000000,1659.17,chimp,16,34000000,same
14004,gorilla,16,74000000,1536.399,chimp,16,72000000,same
14014,gorilla,5,83000000,1634.6069,chimp,5,95000000,same
14018,gorilla,X,102000000,1416.5764,chimp,X,96000000,same
14023,gorilla,17,15000000,1532.4066,chimp,17,39000000,same
14025,gorilla,6,121000000,1636.7372,human,6,140000000,same
14030,gorilla,10,137000000,1748.3702,human,10,94000000,same
14035,gorilla,13,94000000,1464.1826,human,13,68000000,same
14050,gorilla,8,37000000,1503.6417,chimp,8,22000000,same
14059,gorilla,16,1000000,1718.7251,human,16,1000000,same
14063,gorilla,X,29000000,1670.0870000000002,chimp,X,29000000,same
14069,gorilla,1,35000000,1879.3195,chimp,1,30000000,same
14072,gorilla,6,116000000,1463.5967,human,6,145000000,same
14074,gorilla,3,4000000,1348.5406,human,3,6000000,same
14077,gorilla,1,186000000,1900.3331,chimp,1,182000000,same
14081,gorilla,10,100000000,1140.131,chimp,10,47000000,same
14097,gorilla,2A,48000000,1706.8297,chimp,2A,26000000,same
14100,gorilla,11,38000000,1550.8853,chimp,11,16000000,same
14103,gorilla,2B,8000000,1691.6895,chimp,2B,15000000,same
14115,gorilla,15,46000000,1595.0872,human,15,28000000,same
14125,gorilla,15,71000000,1455.902,chimp,15,71000000,same
14142,gorilla,6,86000000,441.96774000000005,human,X,52000000,same
14150,gorilla,3,99000000,1712.4557,human,3,116000000,same
14159,gorilla,17,88000000,1602.5552,chimp,5,13000000,same
14172,gorilla,12,97000000,1739.0995,chimp,12,120000000,same
14184,gorilla,6,143000000,1622.1814,human,6,118000000,same
14187,gorilla,1,60000000,1452.8868,chimp,1,72000000,same
14189,gorilla,9,34000000,1357.3561,chimp,9,37000000,same
14196,gorilla,1,57000000,1702.4528,chimp,1,74000000,same
14200,gorilla,11,1000000,260.7879,human,1,2000000,same
14204,gorilla,4,48000000,415.29944,chimp,4,111000000,same
14209,gorilla,5,29000000,1635.0461,chimp,17,45000000,same
14212,gorilla,4,4000000,1793.2804,chimp,4,3000000,same
14221,gorilla,15,24000000,1773.0577,human,15,49000000,same
14251,gorilla,2B,107000000,1129.735,human,2,218000000,same
14263,gorilla,2B,130000000,2010.0426,chimp,2B,129000000,same
14272,gorilla,19,39000000,1922.226,chimp,19,33000000,same
14278,gorilla,18,58000000,1178.162,chimp,18,61000000,same
14282,gorilla,7,85000000,1403.9816,human,7,89000000,same
14286,gorilla,15,13000000,1807.3506,human,15,18000000,same
14295,gorilla,19,28000000,1989.5448,chimp,19,44000000,same
14298,gorilla,5,1000000,1779.2196,chimp,17,78000000,same
14305,gorilla,14,63000000,1657.6157,human,14,63000000,same
14307,gorilla,2B,121000000,1955.2029,human,2,225000000,same
14316,gorilla,22,19000000,1747.2847,chimp,22,16000000,same
14324,gorilla,10,4000000,1264.4097,human,10,1000000,same
14330,gorilla,9,121000000,1986.9851,chimp,9,112000000,same
14333,gorilla,18,49000000,1870.25,chimp,18,70000000,same
14337,gorilla,7,94000000,1532.42,human,7,80000000,same
14342,gorilla,9,116000000,1467.6503,human,9,105000000,same
14352,gorilla,15,35000000,1473.9557,human,15,38000000,same
14359,gorilla,14,54000000,1730.3236,human,14,72000000,same
14360,gorilla,2B,116000000,1833.5746,human,2,222000000,same
14387,gorilla,6,165000000,1663.6687,human,6,161000000,same
14390,gorilla,1,46000000,1473.6113,chimp,1,41000000,same
14391,gorilla,9,12000000,1478.9622,chimp,9,20000000,same
14406,gorilla,5,38000000,1935.5881,chimp,17,11000000,same
14413,gorilla,12,86000000,1612.724,human,12,95000000,same
14418,gorilla,8,44000000,1217.9318,chimp,7,207000000,same
14421,gorilla,6,152000000,1528.7155,human,6,110000000,same
14422,gorilla,1,71000000,1501.8373,chimp,1,229000000,same
14424,gorilla,10,144000000,864.32275,chimp,10,125000000,same
14425,gorilla,9,25000000,1473.7913,chimp,9,7000000,same
14454,gorilla,15,60000000,2100.9485,chimp,15,58000000,same
14473,gorilla,17,4000000,1723.8423,chimp,17,3000000,same
14478,gorilla,6,97000000,1490.8824,human,6,101000000,same
14486,gorilla,2A,59000000,1647.5472,chimp,2A,15000000,same
14489,gorilla,11,29000000,1997.0457,human,11,30000000,same
14523,gorilla,X,38000000,1874.3124,chimp,X,21000000,same
14532,gorilla,8,11000000,1247.0172,human,8,7000000,same
14536,gorilla,6,107000000,2076.3315,human,6,154000000,same
14538,gorilla,1,197000000,1242.7842,human,1,184000000,same
14540,gorilla,10,111000000,1575.8585,chimp,10,113000000,same
14543,gorilla,9,70000000,429.11337000000003,chimp,9,64000000,same
14554,gorilla,13,85000000,1615.3501,human,13,77000000,same
14558,gorilla,6,130000000,1779.5396,human,6,131000000,same
14561,gorilla,10,126000000,1784.6914,chimp,10,98000000,same
14563,gorilla,9,47000000,1332.3988,human,22,5000000,same
14566,gorilla,8,26000000,1823.3115,chimp,8,33000000,same
14579,gorilla,7,129000000,1782.6492,human,7,97000000,same
14591,gorilla,X,113000000,1545.5179999999998,chimp,X,85000000,same
14601,gorilla,5,92000000,1598.7095,human,5,117000000,same
14612,gorilla,8,6000000,1756.7779999999998,human,8,3000000,same
14626,gorilla,17,33000000,1419.5338,human,5,62000000,same
14631,gorilla,1,168000000,1443.5302,human,1,157000000,same
14640,gorilla,11,108000000,1375.9452,chimp,11,112000000,same
14663,gorilla,3,40000000,1669.2938,human,3,37000000,same
14678,gorilla,10,80000000,281.78854,human,10,63000000,same
14683,gorilla,19,8000000,1429.2314,human,19,8000000,same
14695,gorilla,3,126000000,2045.0206,human,3,118000000,same
14697,gorilla,1,201000000,1569.6418,human,1,180000000,same
14704,gorilla,6,68000000,1619.2920000000001,human,6,67000000,same
14706,gorilla,2A,91000000,1071.4081,chimp,2A,90000000,same
14707,gorilla,5,150000000,1597.3948,human,5,160000000,same
14714,gorilla,12,79000000,1647.454,human,12,102000000,same
14717,gorilla,X,92000000,1563.2554,human,X,88000000,same
14725,gorilla,17,66000000,1241.2274,chimp,5,83000000,same
14736,gorilla,20,1000000,1766.1532,chimp,20,25000000,same
14740,gorilla,4,91000000,1601.4696,chimp,4,48000000,same
14742,gorilla,13,18000000,1287.4254,human,13,26000000,same
14759,gorilla,16,30000000,1730.5164,chimp,16,79000000,same
14766,gorilla,X,146000000,1744.1459,chimp,X,139000000,same
14767,gorilla,17,51000000,1705.5828,chimp,5,68000000,same
14799,gorilla,3,173000000,1712.2595,human,3,148000000,same
14800,gorilla,3,22000000,1460.5227,human,3,55000000,same
14801,gorilla,5,105000000,1444.7676,human,5,104000000,same
14813,gorilla,5,132000000,1358.3628,human,5,141000000,same
14816,gorilla,11,83000000,1638.8761,human,11,69000000,same
14830,gorilla,3,144000000,1590.443,human,3,177000000,same
14832,gorilla,3,15000000,1806.9811,human,3,62000000,same
14836,gorilla,8,138000000,1574.4374,chimp,8,88000000,same
14851,gorilla,17,85000000,1881.8983,chimp,5,9000000,same
14862,gorilla,X,71000000,1460.655,chimp,X,72000000,same
14863,gorilla,5,13000000,1533.5994,chimp,17,68000000,same
14870,gorilla,4,72000000,1510.9929,chimp,4,66000000,same
14879,gorilla,9,39000000,1699.9005,human,9,36000000,same
14903,gorilla,X,46000000,1713.0371,chimp,X,13000000,same
14905,gorilla,5,24000000,1791.0922,chimp,17,40000000,same
14906,gorilla,4,9000000,1614.0485,chimp,4,4000000,same
14915,gorilla,13,0,742.6813,chimp,22,0,same
14918,gorilla,15,29000000,1563.2427,human,15,44000000,same
14928,gorilla,18,62000000,1621.8535,chimp,18,57000000,same
14930,gorilla,10,36000000,1707.7314,chimp,10,25000000,same
14936,gorilla,11,57000000,623.04,human,11,56000000,same
14939,gorilla,2A,27000000,1871.5397,chimp,2A,47000000,same
14942,gorilla,14,48000000,1402.6666,human,14,48000000,same
14946,gorilla,12,116000000,1106.1539,chimp,12,101000000,same
14950,gorilla,4,100000000,1487.8309,chimp,4,102000000,same
14956,gorilla,12,121000000,1716.3898,chimp,12,96000000,same
14963,gorilla,19,34000000,483.07065,human,19,33000000,same
14965,gorilla,11,60000000,264.56097,chimp,X,169000000,same
14973,gorilla,18,55000000,2017.7394,chimp,18,64000000,same
14975,gorilla,15,7000000,1111.5034,human,15,5000000,same
14976,gorilla,7,88000000,1394.8574,human,7,86000000,same
15004,gorilla,X,13000000,1777.9792,chimp,X,45000000,same
15026,gorilla,X,24000000,1483.9554,chimp,X,34000000,same
15039,gorilla,1,38000000,1760.1152,human,1,34000000,same
15044,gorilla,3,9000000,1309.2699,human,3,1000000,same
15059,gorilla,2A,45000000,1649.4879999999994,chimp,2A,29000000,same
15063,gorilla,11,35000000,1759.9963,chimp,11,19000000,same
15068,gorilla,2B,5000000,1664.5184,human,2,108000000,same
15091,gorilla,18,37000000,1527.461,human,18,22000000,same
15101,gorilla,19,56000000,1897.2661,chimp,19,55000000,same
15116,gorilla,3,94000000,1540.8896,human,3,94000000,same
15174,gorilla,6,43000000,1810.9489,human,6,55000000,same
15215,gorilla,11,114000000,1870.2349,chimp,11,106000000,same
15219,gorilla,7,102000000,1672.7163,human,7,123000000,same
15224,gorilla,9,93000000,1548.8323,chimp,9,77000000,same
15228,gorilla,1,174000000,1631.8384,human,1,151000000,same
15235,gorilla,1,143000000,1752.0676,chimp,1,170000000,same
15236,gorilla,X,8000000,1798.8091,chimp,X,8000000,same
15238,gorilla,16,79000000,1794.7605,chimp,16,76000000,same
15241,gorilla,11,123000000,2065.8733,human,11,118000000,same
15260,gorilla,22,2000000,1705.7542,human,22,0,same
15269,gorilla,3,158000000,1495.3983,human,3,163000000,same
15272,gorilla,14,80000000,1409.1376,human,14,82000000,same
15277,gorilla,6,16000000,1726.3733,chimp,6,11000000,same
15298,gorilla,8,124000000,1854.7465,chimp,8,102000000,same
15310,gorilla,8,113000000,1585.976,chimp,8,113000000,same
15332,gorilla,5,119000000,1554.1599,human,5,90000000,same
15337,gorilla,6,21000000,1443.0695,chimp,6,6000000,same
15356,gorilla,1,116000000,1153.5498,chimp,1,119000000,same
15373,gorilla,2B,22000000,1492.0339,human,2,138000000,same
15379,gorilla,8,90000000,1427.0468,chimp,8,136000000,same
15387,gorilla,20,61000000,2097.7773,chimp,20,62000000,same
15392,gorilla,2B,15000000,1400.0415,chimp,2B,8000000,same
15406,gorilla,7,157000000,1726.1069,human,7,149000000,same
15410,gorilla,1,92000000,1772.5258,chimp,1,103000000,same
15419,gorilla,10,85000000,987.1379400000001,human,10,74000000,same
15435,gorilla,2A,94000000,1793.5573,human,2,91000000,same
15436,gorilla,5,155000000,1917.8625,human,5,155000000,same
15443,gorilla,4,154000000,2664.7378,chimp,4,144000000,inversed
15448,gorilla,3,123000000,2078.8196,human,3,121000000,same
15449,gorilla,1,204000000,1721.6749,human,1,194000000,same
15459,gorilla,3,45000000,1771.2489,human,3,32000000,same
15461,gorilla,3,114000000,1880.8141,human,3,101000000,same
15469,gorilla,5,162000000,1828.651,human,5,170000000,same
15486,gorilla,17,36000000,1533.0151,chimp,5,53000000,same
15495,gorilla,8,3000000,1320.325,human,8,6000000,same
15500,gorilla,2A,111000000,1804.739,human,2,105000000,same
15534,gorilla,5,97000000,1536.6779999999999,human,5,112000000,same
15538,gorilla,X,116000000,1659.5999,human,X,106000000,same
15549,gorilla,3,10000000,1980.3147,human,3,0,same
15551,gorilla,3,141000000,1434.0999,human,3,179000000,same
15552,gorilla,5,137000000,1794.168,chimp,5,161000000,same
15555,gorilla,11,86000000,1300.9735,human,11,85000000,same
15591,gorilla,5,100000000,1497.6570000000006,human,5,109000000,same
15606,gorilla,3,27000000,1836.6569,human,3,50000000,same
15607,gorilla,3,176000000,1550.9473,human,3,145000000,same
15613,gorilla,16,35000000,1185.8834,human,16,31000000,same
15631,gorilla,X,143000000,1665.8193,chimp,X,165000000,same
15632,gorilla,8,89000000,1895.1101,chimp,8,136000000,same
15635,gorilla,17,54000000,1657.1567,chimp,5,71000000,same
15641,gorilla,17,63000000,997.9217,chimp,5,79000000,same
15651,gorilla,X,97000000,1069.7035,chimp,X,101000000,same
15658,gorilla,4,94000000,1468.5979,chimp,4,191000000,same
15668,gorilla,1,138000000,1511.3595,human,1,128000000,same
15677,gorilla,20,4000000,1798.6056,chimp,20,22000000,same
15681,gorilla,8,41000000,1399.4462,chimp,8,18000000,same
15688,gorilla,12,83000000,1468.3157,chimp,12,69000000,same
15697,gorilla,1,74000000,1467.4029999999998,chimp,1,58000000,same
15699,gorilla,9,20000000,1728.2786,chimp,9,12000000,same
15702,gorilla,10,141000000,1845.4491,chimp,10,128000000,same
15705,gorilla,6,160000000,1594.1991,human,6,156000000,same
15707,gorilla,1,43000000,1467.5217,human,1,29000000,same
15708,gorilla,9,17000000,1917.138,human,9,19000000,same
15726,gorilla,8,76000000,1492.3169,human,8,81000000,same
15731,gorilla,15,30000000,1813.796,human,15,43000000,same
15761,gorilla,3,189000000,1510.8739,human,3,133000000,same
15766,gorilla,2B,113000000,1785.3823,human,2,212000000,same
15774,gorilla,4,119000000,1402.7157,chimp,4,83000000,same
15777,gorilla,14,66000000,1912.2112,human,14,60000000,same
15788,gorilla,5,4000000,1895.1073,chimp,17,59000000,same
15793,gorilla,11,79000000,1500.68,human,11,73000000,same
15801,gorilla,10,18000000,1418.729,human,10,18000000,same
15810,gorilla,10,1000000,1559.8588,human,10,4000000,same
15816,gorilla,1,16000000,1683.346,human,1,14000000,same
15818,gorilla,6,135000000,1557.0518,human,6,126000000,same
15826,gorilla,10,123000000,1782.1478,human,10,108000000,same
15830,gorilla,13,80000000,1766.1826,human,13,82000000,same
15844,gorilla,8,23000000,1691.1193,chimp,8,36000000,same
15852,gorilla,8,14000000,1382.5782,human,8,18000000,same
15868,gorilla,6,102000000,1507.9008,human,6,96000000,same
15870,gorilla,1,192000000,1781.6917,human,1,188000000,same
15873,gorilla,9,75000000,1891.5989,chimp,9,74000000,same
15874,gorilla,10,114000000,1890.2766,human,10,116000000,same
15894,gorilla,18,19000000,1595.6313,human,18,40000000,same
15922,gorilla,15,65000000,1089.5044,human,15,59000000,same
15935,gorilla,17,1000000,378.74777,chimp,17,1000000,same
15955,gorilla,11,126000000,1677.8215,chimp,11,94000000,same
15962,gorilla,1,146000000,1660.9341,human,1,134000000,same
15983,gorilla,12,35000000,817.3993,chimp,20,26000000,same
15991,gorilla,20,31000000,2010.1718,human,20,29000000,same
15992,gorilla,9,96000000,1909.9261,human,9,72000000,same
15995,gorilla,1,171000000,1782.503,chimp,1,142000000,same
16001,gorilla,11,111000000,2126.9749,chimp,11,109000000,same
16002,gorilla,18,5000000,1472.3623,chimp,18,10000000,same
16005,gorilla,7,107000000,1500.1332,human,7,119000000,same
16010,gorilla,6,46000000,1874.2557,human,6,52000000,same
16024,gorilla,3,59000000,1377.8907,human,3,18000000,same
16028,gorilla,3,108000000,1466.3737,human,3,107000000,same
16043,gorilla,7,27000000,289.06625,chimp,X,54000000,same
16073,gorilla,8,143000000,1802.1466,human,8,141000000,same
16092,gorilla,5,149000000,1483.5992,human,5,161000000,same
16098,gorilla,12,60000000,1710.0810000000001,human,12,68000000,same
16099,gorilla,2B,10000000,1607.5128,chimp,2B,13000000,same
16113,gorilla,1,97000000,1543.7699,human,1,91000000,same
16117,gorilla,4,88000000,1090.1212,chimp,4,51000000,same
16123,gorilla,7,152000000,356.50037000000015,chimp,7,208000000,same
16125,gorilla,13,36000000,1547.4231,chimp,13,37000000,same
16135,gorilla,1,113000000,1896.04,chimp,1,123000000,same
16137,gorilla,21,32000000,258.1306,chimp,17,78000000,same
16139,gorilla,16,29000000,1903.5256,chimp,16,22000000,same
16141,gorilla,8,95000000,1768.4846,chimp,8,131000000,same
16143,gorilla,17,48000000,1330.0399,chimp,5,65000000,same
16148,gorilla,12,57000000,1598.8335,human,12,71000000,same
16150,gorilla,2B,27000000,1437.9604,human,2,133000000,same
16177,gorilla,8,116000000,1763.2887,chimp,8,110000000,same
16195,gorilla,6,24000000,1851.2435,chimp,6,3000000,same
16207,gorilla,6,13000000,1632.1832,chimp,6,14000000,same
16223,gorilla,14,85000000,1336.0004,human,14,77000000,same
16230,gorilla,8,121000000,1578.8955,chimp,8,105000000,same
16251,gorilla,19,31000000,1620.6337,chimp,19,41000000,same
16253,gorilla,11,65000000,1631.0483,human,11,61000000,same
16259,gorilla,2A,15000000,1854.8076,chimp,2A,59000000,same
16262,gorilla,12,124000000,1480.9093,human,12,123000000,same
16279,gorilla,18,50000000,1781.44,chimp,18,69000000,same
16280,gorilla,15,2000000,1797.0054,human,15,1000000,same
16290,gorilla,18,67000000,1491.6731,chimp,18,52000000,same
16291,gorilla,10,33000000,1658.3154,human,10,6000000,same
16303,gorilla,3,195000000,1540.9460000000001,human,3,127000000,same
16306,gorilla,12,113000000,1741.0377,chimp,12,104000000,same
16315,gorilla,4,105000000,1530.9309,chimp,4,97000000,same
16320,gorilla,11,52000000,617.3568,human,11,10000000,same
16323,gorilla,2A,22000000,1813.5825,chimp,2A,52000000,same
16336,gorilla,11,9000000,1182.4268,human,11,50000000,same
16347,gorilla,7,74000000,2384.9417,chimp,7,75000000,inversed
16350,gorilla,X,43000000,1395.381,chimp,X,16000000,same
16354,gorilla,5,21000000,1684.4667,chimp,17,74000000,same
16362,gorilla,X,74000000,1409.8221,chimp,X,69000000,same
16365,gorilla,5,16000000,1820.6432,chimp,17,73000000,same
16369,gorilla,17,80000000,1581.5609,chimp,5,4000000,same
16377,gorilla,1,68000000,1540.8505,human,1,66000000,same
16388,gorilla,4,77000000,1604.9333,chimp,4,61000000,same
16390,gorilla,18,32000000,1702.1128,human,18,27000000,same
16402,gorilla,15,79000000,1401.139,human,15,77000000,same
16406,gorilla,12,2000000,1582.132,human,12,3000000,same
16422,gorilla,19,53000000,1818.1752,human,19,55000000,same
16436,gorilla,2A,40000000,1695.1586,chimp,2A,34000000,same
16440,gorilla,11,30000000,1677.3726,human,11,29000000,same
16468,gorilla,5,43000000,1655.9097,human,17,33000000,same
16469,gorilla,X,21000000,1339.8145,chimp,X,37000000,same
16486,gorilla,9,69000000,1774.7952,chimp,9,65000000,same
16489,gorilla,10,108000000,1792.7695,human,10,86000000,same
16509,gorilla,6,129000000,1661.3517,human,6,132000000,same
16526,gorilla,X,16000000,1345.8605,chimp,X,42000000,same
16532,gorilla,6,138000000,1700.2921,human,6,123000000,same
16571,gorilla,8,19000000,1461.8688,chimp,8,40000000,same
16577,gorilla,5,52000000,2092.0278,chimp,17,24000000,same
16582,gorilla,X,30000000,1556.6099,chimp,X,153000000,same
16586,gorilla,6,2000000,1412.7328,human,6,1000000,same
16597,gorilla,10,119000000,1709.9496,human,10,111000000,same
16600,gorilla,9,78000000,1745.3047,human,9,67000000,same
16613,gorilla,2A,51000000,1555.8679,chimp,2A,23000000,same
16614,gorilla,11,21000000,1437.3870000000006,chimp,11,32000000,same
16618,gorilla,18,14000000,1758.6667,chimp,18,1000000,same
16622,gorilla,10,40000000,1480.7902,human,10,32000000,same
16629,gorilla,15,68000000,1938.8392,chimp,15,74000000,same
16635,gorilla,18,23000000,1194.7357,human,18,36000000,same
16640,gorilla,19,42000000,2090.1282,chimp,19,30000000,same
16651,gorilla,11,16000000,1777.1522,human,11,43000000,same
16660,gorilla,3,80000000,1695.5265,chimp,3,83000000,same
16667,gorilla,17,91000000,1463.1505,chimp,5,15000000,same
16686,gorilla,4,66000000,1434.9484,chimp,4,72000000,same
16690,gorilla,1,79000000,1838.3582,chimp,1,53000000,same
16705,gorilla,14,7000000,289.58299999999997,chimp,20,23000000,same
16715,gorilla,X,52000000,1551.8029,human,X,48000000,same
16717,gorilla,5,30000000,1412.7236,chimp,17,46000000,same
16726,gorilla,1,2000000,1890.7268,chimp,1,1000000,same
16729,gorilla,22,26000000,1432.2074,chimp,22,34000000,same
16739,gorilla,18,76000000,1584.1567,chimp,18,43000000,same
16742,gorilla,10,22000000,1756.7035,chimp,10,19000000,same
16748,gorilla,11,43000000,1680.2925,chimp,11,11000000,same
16750,gorilla,2A,33000000,1222.4231,chimp,2A,41000000,same
16753,gorilla,3,184000000,1375.4086,human,3,138000000,same
16756,gorilla,12,102000000,1751.8112,human,12,79000000,same
16761,gorilla,4,114000000,1837.9619,chimp,4,88000000,same
16766,gorilla,2B,129000000,1986.2023,human,2,231000000,same
16772,gorilla,19,20000000,1913.6353,chimp,19,24000000,same
16774,gorilla,5,9000000,1357.8406,human,17,62000000,same
16776,gorilla,11,74000000,1269.4512,human,11,78000000,same
16787,gorilla,18,41000000,1746.0162,human,18,18000000,same
16788,gorilla,10,15000000,1647.751,human,10,21000000,same
16790,gorilla,22,11000000,1758.6107,chimp,22,24000000,same
16822,gorilla,7,63000000,1514.0532,human,7,62000000,same
16835,gorilla,8,130000000,1648.9148,chimp,8,96000000,same
16844,gorilla,8,107000000,1331.771,chimp,8,119000000,same
16886,gorilla,1,102000000,1653.7792,human,1,86000000,same
16888,gorilla,16,38000000,1457.6011,chimp,16,39000000,same
16891,gorilla,13,27000000,1860.1929,human,13,17000000,same
16902,gorilla,2B,36000000,1510.7313,human,2,124000000,same
16908,gorilla,8,84000000,1788.5891,human,8,73000000,same
16909,gorilla,20,42000000,280.38732999999996,human,11,87000000,same
16910,gorilla,17,59000000,1559.3641,human,5,34000000,same
16920,gorilla,12,71000000,1591.4794,human,12,58000000,same
16924,gorilla,4,99000000,1511.0872,chimp,4,103000000,same
16925,gorilla,13,10000000,1604.4604,human,13,11000000,same
16932,gorilla,1,135000000,1799.1896,human,1,131000000,same
16935,gorilla,1,86000000,1891.418,human,1,101000000,same
16940,gorilla,20,9000000,1831.317,chimp,20,17000000,same
16952,gorilla,10,88000000,1797.5629,human,10,71000000,same
16966,gorilla,6,60000000,1347.9807,chimp,6,59000000,same
16968,gorilla,2A,99000000,1599.6271,human,2,96000000,same
16969,gorilla,5,158000000,1749.8947,chimp,5,141000000,same
16992,gorilla,3,119000000,1888.3438,human,3,96000000,same
16995,gorilla,3,48000000,837.8087,human,3,29000000,same
17001,gorilla,6,57000000,1496.1064,human,6,41000000,same
17029,gorilla,20,20000000,1986.7972,chimp,20,6000000,same
17040,gorilla,13,45000000,1402.0417,chimp,13,40000000,same
17042,gorilla,7,116000000,1335.122,human,7,110000000,same
17048,gorilla,9,87000000,1767.9465,chimp,9,83000000,same
17049,gorilla,1,160000000,1699.8423,chimp,1,153000000,same
17055,gorilla,1,157000000,2002.5168,human,1,168000000,same
17064,gorilla,13,72000000,1501.6036,human,13,90000000,same
17065,gorilla,7,121000000,1779.8235,chimp,7,174000000,same
17068,gorilla,12,13000000,1590.1465,chimp,12,18000000,same
17075,gorilla,20,17000000,1528.3195,chimp,20,9000000,same
17091,gorilla,15,74000000,1524.0381,human,15,74000000,same
17132,gorilla,15,43000000,1493.7603,human,15,31000000,same
17158,gorilla,9,0,761.4953,chimp,7,159000000,same
17162,gorilla,1,30000000,1690.6409,chimp,1,35000000,same
17164,gorilla,6,113000000,1706.4369,human,6,148000000,same
17166,gorilla,1,183000000,1942.6789999999999,human,1,142000000,same
17169,gorilla,10,105000000,1496.7882,human,10,89000000,same
17170,gorilla,9,64000000,1627.0016,chimp,9,57000000,same
17180,gorilla,13,91000000,1521.289,human,13,71000000,same
17186,gorilla,6,124000000,1730.7723,human,6,137000000,same
17191,gorilla,10,132000000,1749.1162,chimp,10,92000000,same
17198,gorilla,8,32000000,869.985,human,8,35000000,same
17203,gorilla,5,79000000,1528.8617,human,5,130000000,same
17210,gorilla,11,68000000,1730.785,human,11,83000000,same
17213,gorilla,2A,18000000,1439.9435,human,2,19000000,same
17214,gorilla,14,77000000,1505.6907,human,14,49000000,same
17217,gorilla,12,129000000,1691.5647,chimp,12,88000000,same
17226,gorilla,15,16000000,1514.5164,human,15,15000000,same
17246,gorilla,9,102000000,1844.2109,human,9,91000000,same
17254,gorilla,15,21000000,1201.6704,human,15,11000000,same
17271,gorilla,4,108000000,1457.0962,chimp,4,94000000,same
17291,gorilla,6,171000000,1924.1616,chimp,6,169000000,same
17293,gorilla,1,52000000,1918.1273,human,1,41000000,same
17295,gorilla,11,4000000,1456.934,human,11,2000000,same
17309,gorilla,4,1000000,1932.5693,chimp,4,1000000,same
17314,gorilla,12,92000000,1504.5487,human,12,89000000,same
17323,gorilla,6,146000000,1553.4609,human,6,116000000,same
