,sp,chr,loc,scr,ms,mc,ml,orientation
10911,human,17,7000000,473.1333,gorilla,9,15000000,same
10919,human,6,94000000,1847.4034,chimp,6,105000000,same
10922,human,X,8000000,1491.8317,chimp,X,48000000,same
10938,human,12,87000000,1428.4324,gorilla,12,94000000,same
10940,human,18,48000000,1506.0889,chimp,18,67000000,same
10944,human,8,25000000,1802.8678,chimp,8,33000000,same
10949,human,22,18000000,1749.2809,chimp,22,16000000,same
10956,human,14,62000000,1746.6655,gorilla,14,64000000,same
10967,human,19,29000000,1752.6151,chimp,19,43000000,same
10972,human,1,27000000,1215.2233,chimp,1,35000000,same
10976,human,9,73000000,1593.0970000000002,gorilla,9,95000000,same
10979,human,14,55000000,1769.9286,chimp,14,71000000,same
10989,human,15,34000000,1763.8079,chimp,15,38000000,same
10991,human,5,59000000,1512.5208,gorilla,17,28000000,same
11004,human,8,12000000,1441.0923,gorilla,8,20000000,same
11039,human,2,91000000,2026.7407,gorilla,2A,94000000,same
11045,human,12,108000000,1662.9918,chimp,12,107000000,same
11050,human,15,1000000,1912.7366,gorilla,15,1000000,same
11057,human,6,128000000,1854.0375,chimp,6,134000000,same
11069,human,19,52000000,1251.2878,chimp,19,49000000,same
11072,human,2,127000000,1660.213,gorilla,2B,33000000,same
11083,human,14,19000000,1051.171,gorilla,14,19000000,same
11089,human,4,74000000,1517.1299,chimp,4,53000000,same
11093,human,15,78000000,1495.0328,gorilla,15,78000000,same
11101,human,5,15000000,1954.3536,chimp,5,4000000,same
11103,human,18,33000000,1823.8256,chimp,18,23000000,same
11112,human,10,67000000,2169.8435,chimp,10,68000000,same
11122,human,10,50000000,594.2289,chimp,10,123000000,same
11126,human,X,40000000,1604.5361,gorilla,X,40000000,same
11145,human,2,110000000,1460.9463,chimp,2B,3000000,same
11149,human,11,31000000,1903.4962,gorilla,11,28000000,same
11175,human,8,3000000,1269.1265,chimp,8,6000000,same
11178,human,12,1000000,1865.6804,chimp,12,4000000,same
11181,human,3,92000000,1799.2439,gorilla,3,96000000,same
11206,human,10,113000000,1740.0831,gorilla,10,117000000,same
11209,human,20,0,1149.2415,chimp,20,26000000,same
11211,human,18,51000000,1377.0565,chimp,18,64000000,same
11222,human,X,15000000,1395.1332,chimp,X,41000000,same
11231,human,4,133000000,318.2967,chimp,X,70000000,same
11234,human,2,145000000,407.3416,chimp,19,23000000,same
11237,human,19,30000000,1150.2931,chimp,19,42000000,same
11240,human,11,64000000,1559.2981,chimp,11,63000000,same
11265,human,4,104000000,1754.7446,chimp,4,85000000,same
11266,human,Y,5000000,618.2643400000002,chimp,Y,23000000,same
11272,human,5,40000000,1820.4768,chimp,5,71000000,same
11275,human,X,22000000,1420.5524,chimp,X,34000000,same
11281,human,10,124000000,1799.6689999999999,chimp,10,126000000,same
11287,human,18,66000000,1577.1376,chimp,18,49000000,same
11291,human,10,32000000,1563.8975,gorilla,10,40000000,same
11307,human,18,6000000,1693.5531,chimp,18,8000000,same
11318,human,8,117000000,1994.451,chimp,8,105000000,same
11332,human,22,4000000,1360.526,gorilla,22,4000000,same
11338,human,5,88000000,1384.2865,chimp,5,135000000,same
11339,human,8,120000000,1808.6157,chimp,8,102000000,same
11351,human,14,84000000,1822.4443,gorilla,14,77000000,same
11352,human,2,4000000,1678.3091,chimp,2A,4000000,same
11390,human,12,61000000,1770.7965,gorilla,12,68000000,same
11400,human,12,56000000,1587.8519,gorilla,12,73000000,same
11414,human,17,49000000,1575.1572,chimp,17,44000000,same
11418,human,6,45000000,1098.9636,chimp,6,52000000,same
11419,human,1,112000000,349.39835,chimp,1,112000000,same
11428,human,13,37000000,1233.0251,gorilla,13,39000000,same
11435,human,8,96000000,1896.6927,chimp,8,127000000,same
11454,human,3,109000000,1577.7189,chimp,3,107000000,same
11471,human,5,148000000,1662.7937,gorilla,5,125000000,same
11477,human,1,94000000,1827.5302,gorilla,1,94000000,same
11490,human,1,219000000,1760.1344,chimp,1,225000000,same
11495,human,X,88000000,1669.3544,gorilla,X,92000000,same
11496,human,10,98000000,1921.7428,gorilla,10,133000000,same
11506,human,5,4000000,1920.3275,chimp,5,15000000,same
11526,human,6,10000000,1558.5171,chimp,6,16000000,same
11527,human,1,147000000,1599.3148,gorilla,1,178000000,same
11543,human,7,106000000,1683.3723,chimp,7,123000000,same
11546,human,3,38000000,1901.9589999999998,chimp,3,39000000,same
11550,human,1,170000000,1865.6014,gorilla,1,155000000,same
11557,human,20,30000000,1739.7969,chimp,20,31000000,same
11562,human,12,34000000,1397.9991,chimp,12,53000000,same
11568,human,2,59000000,1754.2478,chimp,2A,14000000,same
11577,human,18,18000000,1329.4595,chimp,18,38000000,same
11580,human,8,75000000,1743.2622,chimp,8,82000000,same
11583,human,1,40000000,1785.0537,gorilla,1,31000000,same
11587,human,9,14000000,1569.001,gorilla,9,22000000,same
11608,human,4,68000000,1745.3634,chimp,4,59000000,same
11613,human,1,77000000,1828.2620000000002,gorilla,1,56000000,same
11616,human,9,23000000,1737.2695,gorilla,9,13000000,same
11629,human,8,42000000,2371.2502,chimp,8,16000000,same
11633,human,15,64000000,1917.3864,chimp,15,75000000,same
11642,human,7,92000000,1812.5154,chimp,7,84000000,same
11650,human,10,2000000,2031.6039,chimp,10,3000000,same
11652,human,12,114000000,1731.7324,chimp,12,101000000,same
11659,human,13,81000000,1585.1688,chimp,13,80000000,same
11666,human,6,134000000,2041.7898,chimp,6,127000000,same
11676,human,6,103000000,1457.8467,chimp,6,96000000,same
11679,human,1,193000000,1950.7598,gorilla,1,187000000,same
11699,human,12,123000000,1282.3765,gorilla,12,124000000,same
11709,human,14,50000000,1809.7866,chimp,14,77000000,same
11710,human,3,188000000,1333.0045,gorilla,3,132000000,same
11727,human,9,76000000,1403.797,gorilla,9,92000000,same
11734,human,13,9000000,1852.6892,chimp,13,11000000,same
11735,human,8,17000000,1756.2549,gorilla,8,15000000,same
11738,human,15,31000000,1744.2028,chimp,15,41000000,same
11757,human,10,19000000,1393.9735,chimp,10,17000000,same
11759,human,8,20000000,1876.18,chimp,8,11000000,same
11764,human,1,15000000,1795.8524,chimp,1,13000000,same
11768,human,11,78000000,1774.3193,chimp,11,74000000,same
11774,human,14,67000000,2078.5,chimp,14,59000000,same
11783,human,6,156000000,1300.1633,gorilla,6,160000000,same
11807,human,12,82000000,1367.0184,gorilla,12,99000000,same
11839,human,6,161000000,1564.319,gorilla,6,165000000,same
11848,human,X,142000000,2066.9514,chimp,X,150000000,same
11850,human,17,55000000,1695.3326,gorilla,5,20000000,same
11856,human,2,27000000,2039.0548,chimp,2A,47000000,same
11862,human,3,46000000,1765.0768,chimp,3,31000000,same
11870,human,6,59000000,1579.1166,chimp,6,63000000,same
11873,human,16,34000000,1817.0199,gorilla,16,40000000,same
11878,human,1,139000000,1346.4314,gorilla,1,141000000,same
11895,human,2,10000000,513.6876,chimp,17,79000000,same
11903,human,17,62000000,1955.0321,gorilla,5,9000000,same
11909,human,5,94000000,1791.6195,gorilla,5,115000000,same
11916,human,11,116000000,1395.8215,gorilla,11,88000000,same
11927,human,5,136000000,1084.3717,gorilla,5,137000000,same
11931,human,11,87000000,1834.0098,gorilla,11,117000000,same
11943,human,3,140000000,1502.7292,chimp,3,181000000,same
11952,human,3,177000000,1943.207,chimp,3,144000000,same
11956,human,5,101000000,1823.1770000000001,chimp,5,122000000,same
11961,human,9,89000000,2242.1282,gorilla,9,79000000,same
11989,human,11,121000000,1627.493,gorilla,11,120000000,same
11995,human,16,56000000,1659.3154,chimp,16,58000000,same
12003,human,3,24000000,2216.3655,chimp,3,53000000,same
12010,human,2,45000000,1755.8823,chimp,2A,28000000,same
12012,human,X,120000000,1500.1742,chimp,X,167000000,same
12019,human,17,37000000,1927.0475,chimp,17,17000000,same
12034,human,3,13000000,1797.5737,chimp,3,64000000,same
12046,human,4,97000000,1775.5406,chimp,4,92000000,same
12053,human,3,122000000,1796.5686,chimp,3,123000000,same
12058,human,5,154000000,1540.945,gorilla,5,156000000,same
12062,human,1,88000000,1509.2902,gorilla,1,100000000,same
12068,human,20,7000000,1597.6392,chimp,20,19000000,same
12070,human,10,84000000,1462.026,gorilla,10,110000000,same
12082,human,X,94000000,1782.1099,gorilla,X,102000000,same
12110,human,5,163000000,1529.0339,gorilla,5,147000000,same
12124,human,3,115000000,1608.3236,gorilla,3,100000000,same
12149,human,3,104000000,2101.0127,chimp,3,112000000,same
12157,human,5,172000000,1104.1829,gorilla,5,160000000,same
12163,human,5,145000000,1299.2905,gorilla,5,128000000,same
12166,human,1,99000000,1304.867,gorilla,1,89000000,same
12171,human,4,86000000,1796.5096,chimp,4,103000000,same
12174,human,3,133000000,1811.5364,chimp,3,188000000,same
12178,human,1,214000000,1768.4951,chimp,1,222000000,same
12184,human,X,85000000,1941.8257,gorilla,X,95000000,same
12190,human,10,95000000,1946.4067,gorilla,10,136000000,same
12194,human,5,9000000,1677.1658,chimp,5,10000000,same
12206,human,X,106000000,1765.2434,chimp,X,115000000,same
12221,human,16,70000000,1325.7761,chimp,16,64000000,same
12234,human,3,35000000,1520.0105,chimp,3,42000000,same
12235,human,1,2000000,1751.7205,chimp,1,3000000,same
12246,human,X,131000000,1683.9589,chimp,X,145000000,same
12248,human,17,26000000,2183.3896,gorilla,5,56000000,same
12252,human,21,2000000,341.32166,chimp,21,1000000,same
12256,human,2,54000000,1599.1665,chimp,2A,19000000,same
12263,human,5,110000000,1804.9319,chimp,5,112000000,same
12279,human,3,166000000,1961.0486,chimp,3,155000000,same
12286,human,11,130000000,1840.5095,chimp,11,87000000,same
12307,human,22,9000000,1952.2811,chimp,22,25000000,same
12319,human,11,107000000,1329.8698,gorilla,11,97000000,same
12329,human,3,151000000,1567.7703,chimp,3,170000000,same
12332,human,5,127000000,1446.1207,gorilla,5,82000000,same
12334,human,11,96000000,1766.0278,gorilla,11,108000000,same
12341,human,3,60000000,1671.2574,chimp,3,17000000,same
12344,human,1,128000000,1857.9828,gorilla,1,138000000,same
12357,human,17,73000000,1826.1007,gorilla,5,3000000,same
12370,human,6,2000000,1860.8855,gorilla,6,1000000,same
12372,human,2,36000000,1712.3738,chimp,2A,38000000,same
12379,human,17,44000000,2524.9697,chimp,17,49000000,same
12382,human,6,48000000,1315.9434,chimp,6,49000000,same
12387,human,16,25000000,1507.0715,chimp,16,23000000,same
12392,human,3,57000000,1334.1976,chimp,3,20000000,same
12419,human,2,221000000,1648.4702,chimp,2B,116000000,same
12428,human,2,216000000,1762.2120000000002,chimp,2B,108000000,same
12431,human,6,147000000,1797.2396,chimp,6,114000000,same
12452,human,12,93000000,1740.9596,gorilla,12,88000000,same
12459,human,8,31000000,1549.4185,gorilla,8,36000000,same
12461,human,15,17000000,1664.9795,gorilla,15,14000000,same
12467,human,X,18000000,1792.5355,chimp,X,38000000,same
12471,human,14,76000000,2277.2483,chimp,14,86000000,same
12484,human,11,69000000,1503.3491,chimp,11,83000000,same
12489,human,1,33000000,1886.1509,gorilla,1,39000000,same
12496,human,9,67000000,1686.2869,gorilla,9,78000000,same
12509,human,Y,8000000,1764.2461,chimp,20,27000000,same
12510,human,4,109000000,1577.0579,chimp,4,80000000,same
12512,human,15,20000000,1742.7238,gorilla,15,11000000,same
12543,human,6,112000000,1888.8156,gorilla,6,150000000,same
12551,human,1,182000000,2015.9197,chimp,1,194000000,same
12576,human,12,105000000,1808.1683,gorilla,12,76000000,same
12583,human,7,83000000,1807.9783,chimp,7,93000000,same
12589,human,6,125000000,1594.5557,chimp,6,137000000,same
12601,human,13,90000000,1307.182,chimp,13,71000000,same
12609,human,1,66000000,1529.8755,gorilla,1,68000000,same
12613,human,9,32000000,1563.6156,gorilla,9,4000000,same
12627,human,4,79000000,1634.4501,chimp,4,48000000,same
12628,human,15,75000000,1582.4489,gorilla,15,81000000,same
12633,human,5,18000000,1618.4673,gorilla,17,72000000,same
12637,human,8,53000000,430.98227,gorilla,8,54000000,same
12649,human,15,42000000,2056.6858,chimp,15,30000000,same
12669,human,1,51000000,1740.6581,gorilla,1,83000000,same
12672,human,11,7000000,1534.7871,chimp,11,46000000,same
12675,human,1,161000000,1557.7433,gorilla,1,164000000,same
12676,human,6,36000000,654.4599,gorilla,6,37000000,same
12678,human,4,1000000,2016.8579,chimp,4,1000000,same
12680,human,13,44000000,1604.4608,chimp,13,40000000,same
12681,human,7,117000000,1722.5033,chimp,7,111000000,same
12685,human,3,29000000,1527.4169,chimp,3,48000000,same
12697,human,2,48000000,1801.0468,chimp,2A,25000000,same
12708,human,20,21000000,1629.8273,chimp,20,5000000,same
12710,human,7,60000000,1284.9905,chimp,7,206000000,same
12713,human,20,16000000,1879.3119,chimp,20,10000000,same
12717,human,12,12000000,1810.0143,chimp,12,19000000,same
12728,human,13,73000000,1668.3959,chimp,13,88000000,same
12729,human,7,120000000,1570.2972,chimp,7,108000000,same
12735,human,1,156000000,1239.9103,gorilla,1,169000000,same
12753,human,5,159000000,1770.9906,gorilla,5,151000000,same
12754,human,1,85000000,1596.9802,gorilla,1,103000000,same
12762,human,10,89000000,1150.1337,gorilla,10,105000000,same
12775,human,X,99000000,1083.9486,gorilla,X,110000000,same
12789,human,8,87000000,2030.3303,chimp,8,136000000,same
12806,human,3,118000000,1898.4767,chimp,3,127000000,same
12809,human,7,35000000,1476.7775,chimp,7,193000000,same
12812,human,3,1000000,1589.0079,chimp,3,9000000,same
12814,human,17,58000000,1309.1959,gorilla,5,23000000,same
12816,human,20,43000000,1263.2954,gorilla,20,45000000,same
12820,human,12,47000000,528.6700400000002,gorilla,12,47000000,same
12830,human,13,26000000,1801.6775,chimp,13,18000000,same
12836,human,1,103000000,1700.5753,gorilla,1,110000000,same
12837,human,6,54000000,1304.3398,chimp,6,43000000,same
12842,human,16,39000000,1648.2476,chimp,16,34000000,same
12846,human,1,134000000,1687.8193,gorilla,1,146000000,same
12848,human,6,63000000,1548.805,gorilla,6,65000000,same
12858,human,13,11000000,1375.2853,chimp,13,9000000,same
12863,human,7,142000000,1982.5977,chimp,7,176000000,same
12864,human,12,70000000,1417.8762,chimp,12,45000000,same
12883,human,5,99000000,1954.0902,chimp,5,124000000,same
12886,human,8,131000000,1712.7073,gorilla,8,138000000,same
12919,human,9,84000000,1269.991,gorilla,9,84000000,same
12935,human,8,106000000,1552.8278,chimp,8,117000000,same
12937,human,3,185000000,2088.3384,chimp,3,136000000,same
12958,human,11,42000000,1352.875,gorilla,11,17000000,same
12966,human,10,23000000,1585.0068,gorilla,10,13000000,same
12975,human,5,51000000,1839.4551,chimp,5,59000000,same
12980,human,X,33000000,1718.5449,chimp,X,157000000,same
12983,human,22,10000000,1942.1842,chimp,22,24000000,same
12992,human,10,102000000,1670.7634,gorilla,10,129000000,same
12995,human,9,6000000,1535.8746,gorilla,9,30000000,same
12997,human,18,40000000,1807.1412,chimp,18,16000000,same
12999,human,10,14000000,1712.0563,gorilla,10,25000000,same
13004,human,2,154000000,898.46594,gorilla,4,59000000,same
13008,human,19,21000000,1366.1613,chimp,19,23000000,same
13011,human,11,75000000,1840.2644,chimp,11,77000000,same
13035,human,3,83000000,1618.8416,chimp,3,78000000,same
13075,human,X,51000000,1460.6681,gorilla,X,58000000,same
13078,human,5,33000000,1995.1783,chimp,5,78000000,same
13085,human,8,78000000,1750.434,chimp,8,79000000,same
13087,human,10,41000000,1818.0845,chimp,10,43000000,same
13091,human,2,101000000,1815.7118,chimp,2A,103000000,same
13095,human,9,19000000,1709.9749,gorilla,9,17000000,same
13097,human,11,20000000,1485.2396,gorilla,11,39000000,same
13104,human,14,4000000,281.73148,gorilla,14,4000000,same
13106,human,4,52000000,1468.3286,chimp,4,75000000,same
13115,human,4,65000000,1792.5857,chimp,4,62000000,same
13117,human,19,43000000,2030.0232,chimp,19,29000000,same
13118,human,2,136000000,1811.8744,chimp,2B,23000000,same
13125,human,11,17000000,1308.29,gorilla,11,42000000,same
13127,human,18,22000000,1677.9741,chimp,18,34000000,same
13135,human,10,76000000,1923.0424,chimp,10,82000000,same
13140,human,15,69000000,2004.6649,chimp,15,70000000,same
13143,human,X,66000000,265.37604,chimp,X,54000000,same
13162,human,12,119000000,1514.9976,chimp,12,96000000,same
13170,human,6,139000000,1778.922,chimp,6,122000000,same
13211,human,12,88000000,1426.2819,gorilla,12,93000000,same
13212,human,X,7000000,2009.7328,chimp,X,8000000,same
13226,human,3,84000000,1589.5278,chimp,3,77000000,same
13259,human,18,70000000,1572.3533,chimp,18,45000000,same
13268,human,10,24000000,1672.8339999999994,chimp,10,12000000,same
13271,human,22,20000000,1779.6101,chimp,22,14000000,same
13274,human,X,34000000,1837.5679,chimp,X,22000000,same
13279,human,5,56000000,1780.3153,chimp,5,54000000,same
13282,human,3,182000000,1356.4237,chimp,3,139000000,same
13291,human,19,11000000,1598.737,gorilla,19,12000000,same
13297,human,1,28000000,1976.1602,chimp,1,34000000,same
13300,human,11,45000000,409.5939,chimp,11,39000000,same
13302,human,19,26000000,1808.7325,chimp,19,46000000,same
13309,human,11,72000000,1731.769,chimp,11,80000000,same
13315,human,4,125000000,1488.9578,gorilla,4,138000000,same
13324,human,22,17000000,1716.6985,chimp,22,17000000,same
13330,human,5,61000000,1698.4972,gorilla,17,30000000,same
13333,human,18,47000000,1865.598,chimp,18,68000000,same
13335,human,9,1000000,1416.9478,gorilla,9,35000000,same
13337,human,10,105000000,1390.771,gorilla,10,126000000,same
13343,human,10,13000000,1936.6847,gorilla,10,26000000,same
13361,human,7,98000000,1781.1663,chimp,7,131000000,same
13363,human,10,8000000,1454.5688,gorilla,10,31000000,same
13368,human,2,87000000,1181.9314,chimp,2A,107000000,same
13374,human,12,129000000,1470.2024,gorilla,12,131000000,same
13380,human,12,0,630.7166,gorilla,15,81000000,same
13386,human,6,109000000,1632.4027,gorilla,6,153000000,same
13401,human,2,106000000,1855.7822,chimp,2A,108000000,same
13405,human,11,27000000,2010.0276,gorilla,11,32000000,same
13412,human,4,55000000,1720.8849,chimp,4,72000000,same
13416,human,4,170000000,258.72586,gorilla,4,183000000,same
13419,human,15,59000000,1604.0077,chimp,15,57000000,same
13422,human,5,34000000,1830.513,chimp,5,77000000,same
13434,human,10,46000000,471.96605999999997,gorilla,10,62000000,same
13438,human,18,25000000,2292.9507,chimp,18,31000000,same
13441,human,10,71000000,1577.941,gorilla,10,88000000,same
13462,human,4,62000000,1638.221,chimp,4,65000000,same
13469,human,2,131000000,1343.0092,gorilla,2B,29000000,same
13471,human,19,44000000,1603.317,chimp,19,59000000,same
13479,human,9,29000000,1583.2445,gorilla,9,7000000,same
13507,human,3,128000000,1749.7449,chimp,3,194000000,same
13515,human,1,82000000,1039.6381,chimp,7,73000000,same
13519,human,5,169000000,1904.1432,gorilla,5,141000000,same
13540,human,8,80000000,1445.3029,chimp,8,77000000,same
13551,human,12,22000000,299.2800299999999,gorilla,12,22000000,same
13563,human,7,50000000,1725.2343,gorilla,7,49000000,same
13567,human,20,26000000,1676.9434,gorilla,7,59000000,same
13573,human,6,31000000,295.95245,gorilla,13,1000000,same
13575,human,1,166000000,1388.6833,gorilla,1,159000000,same
13579,human,13,43000000,1739.8247,chimp,13,41000000,same
13581,human,4,6000000,1792.9827,chimp,4,7000000,same
13585,human,7,110000000,1671.8428,chimp,7,119000000,same
13588,human,13,74000000,1627.5951,chimp,13,87000000,same
13593,human,3,19000000,1183.4329,chimp,3,58000000,same
13597,human,1,151000000,1028.6077,gorilla,1,174000000,same
13603,human,7,67000000,2116.942,chimp,7,67000000,same
13607,human,20,11000000,1875.1302,chimp,20,15000000,same
13612,human,12,15000000,1779.5066,chimp,12,16000000,same
13642,human,8,136000000,1902.5991,chimp,8,86000000,same
13662,human,8,101000000,1800.5884,chimp,8,122000000,same
13678,human,9,83000000,1453.9464,gorilla,9,85000000,same
13684,human,13,21000000,1584.3567,gorilla,13,23000000,same
13695,human,6,53000000,1957.1976,chimp,6,44000000,same
13696,human,1,104000000,1370.5597,gorilla,1,109000000,same
13698,human,21,25000000,1974.3734,chimp,21,25000000,same
13699,human,3,6000000,1259.1907,chimp,3,4000000,same
13720,human,12,77000000,2084.0435,gorilla,12,104000000,same
13732,human,19,4000000,1712.1328,gorilla,19,6000000,same
13733,human,17,68000000,1412.5172,gorilla,5,18000000,same
13737,human,6,64000000,1619.4443,gorilla,6,64000000,same
13738,human,1,133000000,1364.2522,gorilla,1,147000000,same
13750,human,7,145000000,1402.9222,chimp,7,151000000,same
13754,human,14,71000000,1491.7420000000006,chimp,14,55000000,same
13772,human,10,119000000,2007.4099,gorilla,10,137000000,same
13775,human,8,36000000,1509.1464,gorilla,8,31000000,same
13780,human,15,10000000,1396.6631,gorilla,15,22000000,same
13792,human,15,27000000,1710.3494,chimp,15,45000000,same
13794,human,X,28000000,2296.9355,chimp,X,28000000,same
13808,human,10,38000000,1843.05,gorilla,10,34000000,same
13813,human,1,34000000,2026.8851,gorilla,1,38000000,same
13816,human,9,60000000,1876.85,chimp,9,65000000,same
13848,human,8,9000000,1890.7839,gorilla,8,9000000,same
13876,human,12,94000000,1608.0693,gorilla,12,87000000,same
13879,human,3,98000000,1758.5858,chimp,3,118000000,same
13886,human,2,211000000,1858.0819,chimp,2B,113000000,same
13889,human,6,140000000,1822.9436,chimp,6,121000000,same
13895,human,15,72000000,1847.5156,gorilla,15,76000000,same
13903,human,18,39000000,2041.3146,chimp,18,17000000,same
13911,human,1,61000000,1936.9357,gorilla,1,73000000,same
13920,human,9,35000000,1806.9855,gorilla,9,0,same
13936,human,4,49000000,1807.0007,chimp,4,78000000,same
13943,human,1,56000000,1911.3583,gorilla,1,78000000,same
13954,human,15,45000000,1978.3821,chimp,15,27000000,same
13956,human,5,28000000,1531.4069,chimp,5,83000000,same
13988,human,6,115000000,1775.6818,chimp,6,147000000,same
13993,human,1,185000000,1450.854,chimp,1,191000000,same
13997,human,6,122000000,1888.309,chimp,6,140000000,same
14017,human,12,102000000,1628.132,gorilla,12,79000000,same
14021,human,7,84000000,1518.3687,chimp,7,92000000,same
14032,human,13,68000000,2124.3652,chimp,13,94000000,same
14042,human,2,64000000,423.21704000000005,gorilla,2A,65000000,same
14047,human,X,101000000,1814.0074,gorilla,X,108000000,same
14049,human,17,16000000,1896.2014,gorilla,5,63000000,same
14052,human,X,136000000,1504.4558,gorilla,X,142000000,same
14055,human,17,21000000,1971.3014,chimp,17,31000000,same
14060,human,2,53000000,1285.5751,chimp,2A,20000000,same
14067,human,3,32000000,1301.7971,gorilla,3,45000000,same
14071,human,1,5000000,1588.0573,chimp,1,4000000,same
14073,human,16,40000000,1911.854,chimp,16,33000000,same
14088,human,3,103000000,1633.6889999999999,gorilla,3,112000000,same
14123,human,X,82000000,1711.0095,chimp,X,112000000,same
14131,human,10,92000000,1860.1924,gorilla,10,102000000,same
14138,human,5,142000000,1184.0576,gorilla,5,131000000,same
14152,human,4,81000000,1766.2522,chimp,4,46000000,same
14153,human,1,213000000,1670.8651,gorilla,1,223000000,same
14156,human,3,134000000,1169.2827,chimp,3,187000000,same
14190,human,16,15000000,1589.3722,chimp,16,15000000,same
14199,human,16,22000000,1736.2191,chimp,16,26000000,same
14203,human,3,50000000,2046.499,gorilla,3,27000000,same
14207,human,6,5000000,1888.54,chimp,6,21000000,same
14211,human,2,31000000,1920.2281,chimp,2A,43000000,same
14218,human,20,58000000,2045.8887,chimp,20,62000000,same
14219,human,17,43000000,1800.7693,chimp,17,50000000,same
14238,human,5,117000000,2006.5405,chimp,5,105000000,same
14254,human,3,161000000,1830.2620000000002,gorilla,3,160000000,same
14265,human,3,156000000,1612.9489,chimp,3,165000000,same
14268,human,11,91000000,1871.7113,gorilla,11,113000000,same
14269,human,5,120000000,1572.0166,chimp,5,102000000,same
14287,human,5,82000000,490.0454,gorilla,3,21000000,same
14293,human,11,100000000,1354.4124,gorilla,11,104000000,same
14294,human,11,80000000,2209.8477,chimp,11,72000000,same
14300,human,5,131000000,1853.1974,chimp,5,42000000,same
14312,human,3,147000000,1563.5972,chimp,3,174000000,same
14319,human,5,93000000,2080.9377,chimp,5,130000000,same
14325,human,11,111000000,1515.2539,gorilla,11,93000000,same
14355,human,11,126000000,1861.2499,chimp,11,92000000,same
14363,human,3,170000000,1947.2397,chimp,3,151000000,same
14375,human,5,106000000,1722.0753,chimp,5,117000000,same
14382,human,3,41000000,1539.2593,chimp,3,36000000,same
14388,human,1,109000000,2211.6782,chimp,1,122000000,same
14393,human,21,28000000,1507.1223,chimp,21,27000000,same
14395,human,16,33000000,1988.692,gorilla,16,36000000,same
14400,human,17,52000000,1943.2773,chimp,17,41000000,same
14405,human,2,20000000,1871.0658,gorilla,2A,17000000,same
14412,human,2,17000000,1435.7875,gorilla,2A,20000000,same
14417,human,19,9000000,1937.751,chimp,19,14000000,same
14419,human,17,65000000,879.2533,gorilla,5,13000000,same
14434,human,7,148000000,2189.4614,chimp,7,154000000,same
14437,human,3,76000000,1703.1085,chimp,3,85000000,same
14443,human,10,83000000,1773.1475,gorilla,10,111000000,same
14449,human,X,93000000,1498.0903,gorilla,X,103000000,same
14463,human,4,90000000,1740.6838,chimp,4,99000000,same
14472,human,5,153000000,1268.9569,gorilla,5,157000000,same
14482,human,5,164000000,1759.019,gorilla,5,146000000,same
14499,human,3,112000000,1718.4032,gorilla,3,103000000,same
14521,human,2,42000000,1803.6234,chimp,2A,31000000,same
14529,human,17,30000000,1671.5443,chimp,17,21000000,same
14546,human,3,23000000,1869.7289,gorilla,3,54000000,same
14549,human,13,79000000,1547.8153,chimp,13,82000000,same
14553,human,3,14000000,2247.9238,chimp,3,63000000,same
14560,human,16,66000000,1508.6373,chimp,16,68000000,same
14569,human,12,18000000,1467.0837,chimp,12,13000000,same
14575,human,4,0,927.83905,gorilla,4,0,same
14581,human,13,86000000,1636.9655,chimp,13,75000000,same
14584,human,6,133000000,1516.6764,chimp,6,128000000,same
14596,human,7,95000000,1459.5691,chimp,7,98000000,same
14598,human,10,5000000,1629.3954,chimp,10,0,same
14605,human,12,113000000,1793.4802,chimp,12,102000000,same
14617,human,12,124000000,2010.1212,gorilla,12,123000000,same
14629,human,6,104000000,1742.3035,gorilla,6,158000000,same
14638,human,1,194000000,295.75836,gorilla,1,153000000,same
14649,human,1,47000000,2260.4485,gorilla,1,46000000,same
14654,human,9,13000000,1255.9684,gorilla,9,23000000,same
14661,human,4,58000000,1708.4447,chimp,4,69000000,same
14665,human,8,0,544.89215,chimp,13,97000000,same
14668,human,15,54000000,809.3232,chimp,15,55000000,same
14670,human,5,39000000,1695.8474,chimp,5,72000000,same
14679,human,18,28000000,1773.5424,chimp,18,28000000,same
14686,human,15,63000000,1809.1327,chimp,15,76000000,same
14703,human,1,70000000,1084.2092,gorilla,1,64000000,same
14708,human,19,49000000,1814.3878,chimp,19,52000000,same
14712,human,9,24000000,1767.7552,gorilla,9,12000000,same
14721,human,12,85000000,1781.0012,gorilla,12,96000000,same
14731,human,6,151000000,1733.315,chimp,6,110000000,same
14734,human,6,96000000,1703.0220000000006,chimp,6,103000000,same
14743,human,3,89000000,284.0176,chimp,15,38000000,same
14757,human,6,166000000,1586.2203,gorilla,6,169000000,same
14781,human,8,10000000,1539.2877,chimp,8,8000000,same
14782,human,10,29000000,1740.1794,gorilla,10,7000000,same
14785,human,15,36000000,1577.3342,chimp,15,36000000,same
14789,human,X,39000000,1621.6487,gorilla,X,41000000,same
14794,human,14,57000000,1837.9948,chimp,14,69000000,same
14807,human,1,25000000,1853.0157,chimp,1,37000000,same
14810,human,9,71000000,1816.7683,chimp,9,90000000,same
14812,human,11,48000000,1974.0018,gorilla,11,11000000,same
14817,human,1,12000000,1621.5056,chimp,1,12000000,same
14825,human,14,60000000,1704.9088,chimp,14,66000000,same
14842,human,10,108000000,1578.2906,gorilla,10,123000000,same
