,sp,chr,loc,scr,ms,mc,ml,orientation
16465,chimp,4,3000000,1913.2006,gorilla,4,4000000,same
16482,chimp,6,122000000,1203.1561,human,6,139000000,same
16495,chimp,10,127000000,1872.2239,human,10,123000000,same
16505,chimp,10,110000000,1707.2015,gorilla,10,114000000,same
16510,chimp,6,115000000,1808.9371,human,6,146000000,same
16513,chimp,1,185000000,1723.9471,human,1,191000000,same
16519,chimp,7,88000000,1512.2859,human,7,88000000,same
16527,chimp,15,7000000,259.0638,gorilla,1,147000000,same
16533,chimp,6,104000000,1395.4673,human,6,95000000,same
16534,chimp,1,194000000,1853.0128,human,1,182000000,same
16543,chimp,10,101000000,1364.1827,gorilla,10,123000000,same
16546,chimp,7,99000000,1639.7147,human,7,94000000,same
16560,chimp,10,9000000,1706.9913,human,10,27000000,same
16587,chimp,13,86000000,1984.4554,human,13,75000000,same
16594,chimp,6,133000000,1726.1957,human,6,129000000,same
16608,chimp,19,49000000,1536.7102,human,19,45000000,same
16610,chimp,4,54000000,1869.3075,human,4,73000000,same
16615,chimp,18,28000000,1787.5654,human,18,28000000,same
16617,chimp,X,57000000,1041.8173,gorilla,X,55000000,same
16624,chimp,15,63000000,1707.7814,gorilla,15,79000000,same
16639,chimp,5,6000000,1647.3331,human,5,13000000,same
16643,chimp,4,63000000,1617.874,human,4,64000000,same
16653,chimp,9,28000000,1202.8165,gorilla,9,4000000,same
16679,chimp,7,180000000,1579.2726,gorilla,7,139000000,same
16685,chimp,17,9000000,1636.6692,human,17,42000000,same
16688,chimp,6,166000000,1624.9757,gorilla,6,161000000,same
16695,chimp,3,85000000,1630.5872,gorilla,3,78000000,same
16697,chimp,6,151000000,2163.593,human,6,111000000,same
16714,chimp,14,0,877.0651,human,2,141000000,same
16718,chimp,12,85000000,1592.1483,gorilla,12,67000000,same
16737,chimp,5,57000000,1779.0625,gorilla,17,38000000,same
16740,chimp,X,35000000,1925.0382,gorilla,X,23000000,same
16752,chimp,14,60000000,1897.9208,human,14,66000000,same
16760,chimp,1,29000000,1055.9231,gorilla,1,36000000,same
16764,chimp,14,57000000,2237.361,human,14,69000000,same
16773,chimp,2B,106000000,1198.6729,human,2,218000000,same
16779,chimp,11,48000000,1604.0039,gorilla,11,5000000,same
16780,chimp,2A,38000000,1664.1641,human,2,36000000,same
16783,chimp,5,60000000,1810.7134,human,5,50000000,same
16785,chimp,9,115000000,1882.4165,gorilla,2A,111000000,same
16789,chimp,10,29000000,1702.0774,gorilla,10,32000000,same
16793,chimp,15,36000000,1325.9874,human,15,36000000,same
16806,chimp,3,170000000,1769.6246,human,3,151000000,same
16807,chimp,18,0,943.6787,human,3,194000000,same
16808,chimp,5,106000000,1626.9819,human,5,116000000,same
16865,chimp,5,131000000,1705.8717,human,5,92000000,same
16867,chimp,7,216000000,1905.2979999999998,human,7,0,same
16868,chimp,11,80000000,1720.6053,human,11,72000000,same
16880,chimp,9,82000000,1975.6586,gorilla,9,88000000,same
16883,chimp,3,147000000,1927.5509,human,3,174000000,same
16897,chimp,6,52000000,1757.5278,human,6,45000000,same
16899,chimp,8,1000000,810.39453,human,8,0,same
16911,chimp,17,65000000,1884.4579999999999,gorilla,5,9000000,same
16914,chimp,X,145000000,1475.9258,gorilla,X,140000000,same
16923,chimp,19,5000000,1239.4819,human,19,5000000,same
16931,chimp,1,109000000,666.30304,gorilla,1,108000000,same
16936,chimp,16,33000000,1688.1841,human,16,40000000,same
16937,chimp,21,28000000,1736.0793,human,21,27000000,same
16967,chimp,5,164000000,1880.139,gorilla,5,134000000,same
16978,chimp,1,83000000,1338.3239,gorilla,1,49000000,same
16981,chimp,3,112000000,1748.3636,human,3,104000000,same
16990,chimp,3,125000000,2194.1228,human,3,120000000,same
16996,chimp,1,202000000,1368.5815,human,1,196000000,same
17004,chimp,5,153000000,1627.0172,gorilla,5,145000000,same
17005,chimp,2A,92000000,2179.5784,gorilla,2A,94000000,same
17025,chimp,8,81000000,1621.4963,human,8,76000000,same
17027,chimp,X,110000000,1767.0510000000006,gorilla,X,88000000,same
17036,chimp,12,18000000,1775.6908,human,12,13000000,same
17041,chimp,13,79000000,1617.9147,human,13,82000000,same
17043,chimp,6,30000000,303.84058,human,X,66000000,same
17051,chimp,16,66000000,1752.7517,human,16,68000000,same
17053,chimp,11,118000000,1782.0168,gorilla,11,102000000,same
17054,chimp,2A,104000000,1459.2168,human,2,106000000,same
17056,chimp,3,18000000,1697.5848,human,3,59000000,same
17072,chimp,7,66000000,1755.6771,human,7,68000000,same
17076,chimp,17,30000000,1370.3782,gorilla,5,56000000,same
17092,chimp,15,48000000,2284.9595,human,15,24000000,same
17095,chimp,9,34000000,2221.1316,gorilla,9,37000000,same
17103,chimp,1,60000000,1669.0747,gorilla,1,72000000,same
17106,chimp,19,62000000,1413.2233,human,19,45000000,same
17108,chimp,2A,46000000,2075.5532,gorilla,2A,28000000,same
17110,chimp,11,36000000,2307.8655,gorilla,11,17000000,same
17111,chimp,19,55000000,1974.1335,gorilla,19,53000000,same
17115,chimp,4,48000000,1849.8064,human,4,79000000,same
17123,chimp,11,1000000,350.6543,human,16,1000000,same
17126,chimp,1,57000000,1585.7742,gorilla,1,75000000,same
17138,chimp,18,34000000,1646.4414,human,18,22000000,same
17187,chimp,6,118000000,1954.7297,human,6,143000000,same
17189,chimp,1,188000000,1804.5359,human,1,188000000,same
17199,chimp,7,85000000,1549.4188,human,7,91000000,same
17209,chimp,12,106000000,1362.5339,human,12,109000000,same
17212,chimp,2A,24000000,1644.5669,human,2,49000000,same
17215,chimp,3,193000000,1531.4004,human,3,129000000,same
17219,chimp,9,56000000,322.06735,gorilla,9,63000000,same
17223,chimp,4,103000000,1543.0063,gorilla,4,99000000,same
17229,chimp,8,37000000,1166.7594,human,8,21000000,same
17237,chimp,18,61000000,1596.8525,human,18,54000000,same
17240,chimp,10,35000000,1493.5045,gorilla,10,26000000,same
17243,chimp,16,1000000,1948.9708,human,16,1000000,same
17247,chimp,X,29000000,1626.9333,human,X,27000000,same
17250,chimp,18,56000000,1459.5758,human,18,59000000,same
17267,chimp,9,61000000,1844.9299,human,9,64000000,same
17268,chimp,1,35000000,1840.5065,human,1,27000000,same
17277,chimp,19,37000000,1349.9578,human,19,35000000,same
17279,chimp,12,131000000,1817.614,gorilla,12,86000000,same
17282,chimp,11,63000000,1322.2288,human,11,64000000,same
17305,chimp,2B,8000000,1810.6664,gorilla,2B,15000000,same
17306,chimp,12,99000000,1903.2529,human,12,116000000,same
17330,chimp,3,99000000,1301.9718,gorilla,3,94000000,same
17339,chimp,12,51000000,1658.2737,human,12,64000000,same
17341,chimp,2B,21000000,1985.3206,human,2,138000000,same
17351,chimp,X,159000000,1936.0106,human,X,96000000,same
17358,chimp,3,66000000,1479.6731,human,3,11000000,same
17380,chimp,3,51000000,1501.6001,human,3,26000000,same
17381,chimp,1,122000000,1726.0616,human,1,109000000,same
17384,chimp,16,18000000,1110.4729,human,16,15000000,same
17391,chimp,20,62000000,1871.5088,human,20,58000000,same
17393,chimp,17,79000000,1544.4258,gorilla,5,0,same
17398,chimp,2B,16000000,1954.0220000000002,human,2,114000000,same
17414,chimp,8,127000000,1451.3011,human,8,96000000,same
17430,chimp,14,83000000,1810.6761,human,14,79000000,same
17447,chimp,9,9000000,1449.2339,gorilla,9,23000000,same
17462,chimp,8,110000000,1753.4807,human,8,112000000,same
17473,chimp,5,83000000,1635.6953,human,5,28000000,same
17482,chimp,11,104000000,1524.9098,gorilla,11,116000000,same
17483,chimp,1,177000000,1667.2288,human,1,144000000,same
17497,chimp,12,33000000,260.43536,human,5,43000000,same
17516,chimp,21,4000000,293.9365200000001,gorilla,1,53000000,same
17520,chimp,11,133000000,1511.3104,human,11,62000000,same
17522,chimp,3,33000000,1766.4637,human,3,44000000,same
17523,chimp,1,140000000,1650.9829,gorilla,1,173000000,same
17544,chimp,3,139000000,1761.9564,human,3,182000000,same
17555,chimp,15,80000000,783.5476,gorilla,2A,44000000,same
17591,chimp,1,229000000,1190.487,human,1,23000000,same
17605,chimp,4,80000000,759.1113,human,4,109000000,same
0,chimp,14,25000000,1023.3707,human,14,24000000,inversed
2,chimp,X,27000000,670.5282,gorilla,X,31000000,same
4,chimp,18,58000000,1498.296,gorilla,18,61000000,same
7,chimp,1,91000000,1760.0547,human,1,84000000,inversed
18,chimp,14,72000000,533.5711,gorilla,14,71000000,same
22,chimp,15,44000000,1946.5973,gorilla,15,45000000,inversed
27,chimp,19,39000000,1123.839,gorilla,19,33000000,same
39,chimp,12,108000000,1721.8141,gorilla,12,109000000,same
44,chimp,18,38000000,1208.1853,gorilla,18,41000000,inversed
47,chimp,9,58000000,1659.1956,human,9,54000000,same
49,chimp,8,93000000,1945.3855,human,8,128000000,inversed
62,chimp,14,12000000,473.68695,human,14,11000000,inversed
65,chimp,X,10000000,1112.8945,gorilla,X,49000000,same
68,chimp,5,72000000,1662.3977,gorilla,17,55000000,same
71,chimp,6,123000000,1642.0243,gorilla,6,122000000,inversed
86,chimp,13,96000000,1557.82,human,13,94000000,inversed
91,chimp,2B,87000000,1609.4547,human,2,192000000,inversed
116,chimp,6,143000000,436.32595999999995,human,6,129000000,same
129,chimp,12,97000000,1403.0931,gorilla,12,120000000,same
130,chimp,6,114000000,1708.0438,gorilla,6,113000000,inversed
138,chimp,1,184000000,1394.3494,gorilla,1,188000000,inversed
141,chimp,X,5000000,1482.8547,human,X,3000000,inversed
143,chimp,15,26000000,1937.7036,gorilla,15,27000000,inversed
145,chimp,4,46000000,1838.7742,gorilla,4,93000000,same
146,chimp,Y,24000000,498.02283,human,Y,5000000,same
147,chimp,9,105000000,1337.2898,human,9,102000000,inversed
151,chimp,22,1000000,1978.1364,gorilla,22,0,inversed
156,chimp,2A,110000000,1191.3485,human,2,90000000,inversed
159,chimp,10,39000000,1188.1478,human,10,16000000,inversed
165,chimp,15,71000000,1928.261,gorilla,15,71000000,same
166,chimp,11,58000000,1796.3165,human,11,57000000,inversed
169,chimp,14,47000000,1466.9823,human,14,46000000,inversed
175,chimp,X,45000000,603.35815,gorilla,X,13000000,same
179,chimp,14,70000000,1539.8193,gorilla,14,69000000,inversed
181,chimp,5,10000000,1551.4520000000002,gorilla,17,84000000,same
182,chimp,4,138000000,1663.7264,human,4,134000000,inversed
184,chimp,18,3000000,1696.4316,human,18,10000000,inversed
191,chimp,9,90000000,1800.7133,gorilla,9,97000000,inversed
209,chimp,2A,48000000,1565.0593,gorilla,2A,26000000,same
210,chimp,15,11000000,1165.7527,gorilla,15,12000000,inversed
212,chimp,4,71000000,1349.0258,gorilla,4,67000000,same
221,chimp,7,21000000,1764.1261,human,7,21000000,inversed
227,chimp,12,95000000,1139.6941,human,12,125000000,inversed
241,chimp,6,141000000,1747.7024,gorilla,6,140000000,inversed
244,chimp,6,40000000,1687.269,human,6,39000000,inversed
254,chimp,6,77000000,1439.7123,human,6,75000000,inversed
258,chimp,3,68000000,1057.0785,human,3,66000000,inversed
263,chimp,9,3000000,2076.165,human,9,6000000,inversed
268,chimp,10,124000000,1622.0612,gorilla,10,145000000,same
273,chimp,7,16000000,1479.015,gorilla,7,17000000,inversed
276,chimp,7,43000000,1668.1753,gorilla,7,40000000,same
278,chimp,6,88000000,1759.1992,human,6,85000000,inversed
279,chimp,1,119000000,2005.954,human,1,118000000,inversed
287,chimp,3,97000000,1644.2601,human,3,91000000,inversed
289,chimp,X,102000000,280.53058,human,X,83000000,same
290,chimp,12,4000000,1699.9823,gorilla,12,3000000,inversed
300,chimp,6,22000000,1806.2192,human,6,4000000,same
308,chimp,20,59000000,1793.3943,gorilla,20,58000000,inversed
310,chimp,6,15000000,1601.1078,gorilla,6,12000000,same
315,chimp,2B,6000000,1604.5261,gorilla,2B,6000000,inversed
318,chimp,17,75000000,1786.4075,human,17,54000000,inversed
319,chimp,16,43000000,1450.5844,human,16,30000000,same
327,chimp,17,22000000,1039.2063,gorilla,5,48000000,same
330,chimp,7,158000000,1936.7420000000002,gorilla,7,156000000,inversed
339,chimp,16,14000000,1600.8347,human,16,13000000,inversed
345,chimp,4,24000000,1532.2251,human,4,22000000,inversed
348,chimp,3,157000000,1661.4973,gorilla,3,157000000,inversed
358,chimp,5,121000000,1556.0809,gorilla,5,107000000,inversed
362,chimp,1,227000000,672.8294,gorilla,1,17000000,same
373,chimp,3,4000000,1771.7389,gorilla,3,4000000,inversed
375,chimp,10,122000000,1894.9735,human,10,92000000,inversed
376,chimp,5,45000000,1125.4221,human,5,57000000,inversed
380,chimp,5,176000000,1571.6406,gorilla,5,162000000,same
386,chimp,10,115000000,1666.0552,human,10,85000000,inversed
396,chimp,8,39000000,1565.8975,human,8,11000000,inversed
409,chimp,5,116000000,1644.5194,gorilla,5,102000000,inversed
417,chimp,4,13000000,1512.27,human,4,12000000,inversed
418,chimp,3,160000000,1013.6769400000001,gorilla,3,160000000,inversed
423,chimp,X,137000000,1981.8992,human,X,128000000,inversed
425,chimp,2B,112000000,1900.1001,gorilla,2B,113000000,inversed
426,chimp,17,20000000,1474.4879999999994,human,17,32000000,inversed
427,chimp,15,4000000,609.3573,human,15,4000000,inversed
430,chimp,16,16000000,1301.3872,gorilla,16,16000000,same
439,chimp,X,160000000,1271.501,human,X,90000000,same
445,chimp,16,41000000,1991.6022,human,16,33000000,inversed
453,chimp,16,76000000,2099.8325,human,16,73000000,inversed
457,chimp,13,69000000,1310.0706,gorilla,13,69000000,inversed
460,chimp,X,157000000,1820.3135,gorilla,X,36000000,same
462,chimp,2B,78000000,1769.7245,human,2,183000000,inversed
473,chimp,17,17000000,1912.9623,gorilla,5,44000000,inversed
474,chimp,2B,125000000,1736.204,human,2,229000000,inversed
478,chimp,5,27000000,1232.8881,human,5,74000000,inversed
492,chimp,10,93000000,1653.309,human,10,100000000,inversed
499,chimp,2A,82000000,1744.0994,human,2,80000000,inversed
501,chimp,4,4000000,1843.4911,human,4,2000000,inversed
504,chimp,1,59000000,1795.0846,human,1,61000000,inversed
512,chimp,1,212000000,1553.0986,human,1,206000000,inversed
515,chimp,3,135000000,1834.9663,gorilla,3,134000000,inversed
526,chimp,1,225000000,670.2273,human,1,218000000,inversed
529,chimp,3,102000000,1660.55,gorilla,3,101000000,inversed
533,chimp,5,174000000,1877.9803,human,5,170000000,inversed
535,chimp,8,129000000,1433.7117,gorilla,8,97000000,same
558,chimp,X,72000000,901.2665400000001,human,X,69000000,inversed
559,chimp,7,204000000,630.02496,gorilla,7,6000000,same
562,chimp,11,92000000,1583.0902,gorilla,11,128000000,same
578,chimp,6,3000000,1398.8787,human,6,23000000,same
581,chimp,7,68000000,1532.1033,gorilla,7,67000000,inversed
585,chimp,6,108000000,1698.4129999999998,gorilla,6,107000000,inversed
589,chimp,1,198000000,1761.4095,gorilla,1,202000000,inversed
592,chimp,3,16000000,1145.8643,gorilla,3,16000000,inversed
598,chimp,3,21000000,1594.7805,gorilla,3,21000000,inversed
626,chimp,18,24000000,1586.9203,gorilla,18,27000000,inversed
635,chimp,2A,36000000,1831.6553,human,2,38000000,same
637,chimp,11,46000000,712.7879,gorilla,11,7000000,same
651,chimp,18,73000000,1800.0167,human,18,42000000,same
652,chimp,4,146000000,1867.9271,human,4,141000000,inversed
656,chimp,11,11000000,1741.7117,human,11,16000000,inversed
659,chimp,22,23000000,1587.8135,gorilla,22,12000000,same
663,chimp,2A,61000000,327.0574299999999,human,X,66000000,inversed
665,chimp,20,2000000,1487.7727,human,20,25000000,inversed
668,chimp,11,26000000,1844.4928,human,11,31000000,inversed
671,chimp,22,14000000,925.5825,gorilla,22,21000000,same
673,chimp,2A,56000000,1603.5145,human,2,18000000,inversed
676,chimp,14,39000000,1463.6056,gorilla,14,38000000,inversed
683,chimp,18,44000000,1577.185,human,18,71000000,same
685,chimp,5,59000000,1478.3470000000002,gorilla,17,42000000,same
694,chimp,19,25000000,1953.0878,gorilla,19,19000000,same
695,chimp,X,91000000,2084.2402,human,X,101000000,inversed
708,chimp,10,47000000,1799.2358,gorilla,10,61000000,inversed
716,chimp,3,74000000,1855.2706,gorilla,3,74000000,inversed
747,chimp,12,89000000,418.60617,human,12,119000000,inversed
756,chimp,X,181000000,2117.5728,gorilla,X,44000000,inversed
766,chimp,3,43000000,1213.6418,human,3,34000000,inversed
768,chimp,19,27000000,1351.0055,human,19,46000000,inversed
776,chimp,11,73000000,1614.5759,gorilla,11,72000000,inversed
781,chimp,4,124000000,1616.7045,human,4,120000000,inversed
783,chimp,18,11000000,1721.5639999999999,gorilla,18,4000000,same
796,chimp,5,8000000,1466.6793,gorilla,17,83000000,same
808,chimp,10,12000000,1484.7441,gorilla,10,12000000,inversed
809,chimp,11,127000000,1622.7395,human,11,111000000,inversed
819,chimp,10,25000000,1831.0787,human,10,35000000,inversed
820,chimp,11,110000000,1982.8756,human,11,94000000,inversed
824,chimp,5,91000000,1675.7069,human,5,127000000,inversed
825,chimp,19,47000000,1674.6255,gorilla,19,25000000,same
831,chimp,3,183000000,1521.8121,gorilla,3,183000000,inversed
839,chimp,19,10000000,2209.0452,human,19,10000000,inversed
845,chimp,8,70000000,631.5412,human,8,68000000,same
846,chimp,11,44000000,1393.4385,human,11,49000000,inversed
849,chimp,8,25000000,1617.4341,human,8,32000000,inversed
860,chimp,10,109000000,1940.1432,human,10,115000000,inversed
872,chimp,9,44000000,1819.3235,human,9,42000000,inversed
877,chimp,1,10000000,1716.8857,human,1,9000000,inversed
878,chimp,9,73000000,1380.5244,human,9,66000000,inversed
882,chimp,1,27000000,1852.4685,human,1,33000000,inversed
889,chimp,4,38000000,1512.1193,human,4,36000000,inversed
896,chimp,4,92000000,1729.4196,gorilla,4,110000000,same
907,chimp,8,12000000,1298.0907,gorilla,8,12000000,inversed
916,chimp,12,76000000,1284.4888,human,12,104000000,inversed
925,chimp,13,40000000,1544.2784,gorilla,13,45000000,same
926,chimp,17,69000000,1712.9326,human,17,65000000,inversed
930,chimp,1,132000000,1808.3141,gorilla,1,135000000,inversed
932,chimp,12,21000000,936.4653,gorilla,12,11000000,same
935,chimp,21,13000000,1572.9728,gorilla,21,14000000,inversed
938,chimp,20,25000000,1806.9791,gorilla,20,1000000,same
941,chimp,13,17000000,1663.1892,human,13,16000000,inversed
943,chimp,7,144000000,1494.5439999999999,human,7,137000000,inversed
946,chimp,20,12000000,1165.6393,gorilla,20,14000000,same
948,chimp,13,20000000,1524.6289,gorilla,13,20000000,inversed
952,chimp,6,94000000,1418.3025,human,6,91000000,inversed
955,chimp,1,105000000,1418.8607,gorilla,1,107000000,inversed
957,chimp,12,16000000,1361.8363,gorilla,12,15000000,same
959,chimp,21,24000000,1685.0771,gorilla,21,25000000,inversed
960,chimp,17,7000000,1744.6061,human,17,6000000,inversed
968,chimp,20,45000000,2165.7483,human,20,41000000,inversed
969,chimp,2B,31000000,1521.1659,gorilla,2B,31000000,inversed
974,chimp,12,41000000,1150.6683,human,12,53000000,inversed
984,chimp,5,168000000,1753.2526,human,5,142000000,inversed
987,chimp,8,135000000,973.2594,human,8,88000000,same
990,chimp,9,26000000,1548.7314,human,9,29000000,inversed
993,chimp,1,72000000,1895.6718,human,1,73000000,inversed
1012,chimp,8,47000000,1567.7878,human,8,45000000,inversed
1024,chimp,8,70000000,822.77716,human,8,68000000,inversed
1035,chimp,X,59000000,1410.0752,human,X,56000000,inversed
1048,chimp,1,7000000,1576.8655,human,1,6000000,inversed
1051,chimp,3,129000000,1409.5165,human,3,125000000,inversed
1052,chimp,8,102000000,555.13586,gorilla,8,124000000,same
1054,chimp,9,11000000,1124.8052,human,9,14000000,inversed
1055,chimp,1,45000000,1451.8289,human,1,29000000,inversed
1056,chimp,13,75000000,1659.9078,gorilla,13,75000000,inversed
1062,chimp,7,126000000,1629.9075,gorilla,7,123000000,inversed
1063,chimp,1,150000000,1828.1858,human,1,162000000,inversed
1074,chimp,20,10000000,299.6722,gorilla,20,16000000,inversed
1075,chimp,12,125000000,926.8065,human,12,89000000,inversed
1081,chimp,12,14000000,1307.6248,gorilla,12,18000000,inversed
1083,chimp,2B,64000000,1647.3164,human,2,169000000,inversed
1090,chimp,12,23000000,1646.8618,human,12,36000000,inversed
1092,chimp,2B,53000000,1522.621,human,2,158000000,inversed
1095,chimp,10,7000000,1444.6571,gorilla,10,6000000,inversed
1100,chimp,7,97000000,1469.7236,gorilla,7,95000000,inversed
1102,chimp,12,112000000,1561.3082,human,12,76000000,inversed
1106,chimp,1,167000000,1922.3976,human,1,134000000,inversed
1120,chimp,7,111000000,1532.1947,gorilla,7,108000000,inversed
1123,chimp,7,86000000,1687.9574,gorilla,7,83000000,inversed
1124,chimp,15,9000000,2007.8816,gorilla,15,10000000,inversed
1126,chimp,20,36000000,1905.2819,human,20,32000000,inversed
1130,chimp,2B,42000000,1696.4575,human,2,147000000,inversed
1132,chimp,3,52000000,332.79883,gorilla,3,52000000,same
1133,chimp,1,121000000,1988.1674,gorilla,1,115000000,same
1134,chimp,13,53000000,1269.8417,human,13,52000000,inversed
1141,chimp,1,176000000,1761.7908,gorilla,1,180000000,inversed
1145,chimp,2B,15000000,1177.7894,human,2,115000000,same
1150,chimp,1,141000000,1716.7041,human,1,153000000,inversed
1160,chimp,13,64000000,1674.8563,human,13,62000000,inversed
1163,chimp,7,137000000,1530.1134,gorilla,7,134000000,inversed
1164,chimp,2B,75000000,1569.3325,human,2,180000000,inversed
1182,chimp,X,48000000,259.0709,human,3,183000000,inversed
1188,chimp,8,144000000,2059.771,human,8,140000000,inversed
1195,chimp,8,61000000,1542.2598,gorilla,8,61000000,inversed
1199,chimp,11,2000000,2064.5684,human,11,3000000,inversed
1202,chimp,8,113000000,1328.8601,gorilla,8,113000000,same
1203,chimp,4,9000000,899.11456,gorilla,2A,91000000,inversed
1205,chimp,1,54000000,1568.6843,human,1,56000000,inversed
1208,chimp,5,80000000,1618.6493,gorilla,17,62000000,same
1214,chimp,3,138000000,1858.9982,gorilla,3,137000000,inversed
1226,chimp,5,179000000,1965.8225,human,5,93000000,inversed
1227,chimp,9,37000000,1295.252,human,9,1000000,inversed
1230,chimp,8,124000000,1468.1622,gorilla,8,102000000,same
1233,chimp,1,63000000,1835.134,human,1,65000000,inversed
1246,chimp,8,56000000,1730.2618,human,8,54000000,inversed
1260,chimp,6,85000000,2011.5153,gorilla,6,84000000,inversed
1261,chimp,1,114000000,1501.8397,gorilla,1,117000000,inversed
1266,chimp,17,18000000,253.07963999999998,gorilla,3,184000000,same
1268,chimp,13,31000000,1606.1218,human,13,30000000,inversed
1270,chimp,7,2000000,1838.5857,human,7,2000000,inversed
1272,chimp,12,9000000,1474.5728,gorilla,12,8000000,inversed
1276,chimp,16,79000000,1022.48816,human,16,23000000,same
1278,chimp,2B,20000000,1174.4813,gorilla,2B,20000000,inversed
1279,chimp,12,50000000,1735.8704,gorilla,12,63000000,inversed
1286,chimp,11,130000000,488.3197,gorilla,11,89000000,same
1294,chimp,20,54000000,1518.6356,human,20,50000000,inversed
1295,chimp,6,18000000,1580.8993,human,6,8000000,same
1300,chimp,17,78000000,1672.2538,human,17,74000000,inversed
1305,chimp,2B,17000000,2066.1387,human,2,123000000,inversed
1307,chimp,12,67000000,1713.2822,human,12,30000000,inversed
1317,chimp,7,155000000,1400.4073,gorilla,7,153000000,inversed
1319,chimp,X,138000000,457.96972999999997,gorilla,X,139000000,same
1327,chimp,16,19000000,1536.2313,human,16,17000000,inversed
1335,chimp,4,29000000,1693.0869,human,4,27000000,inversed
1338,chimp,14,82000000,1755.7917,gorilla,14,81000000,inversed
1361,chimp,3,9000000,1926.7568,gorilla,3,9000000,inversed
1362,chimp,5,48000000,786.9434,human,5,60000000,inversed
1364,chimp,16,2000000,2141.687,human,16,1000000,inversed
1365,chimp,4,83000000,1535.6667,human,4,106000000,same
1372,chimp,10,118000000,1502.7802,human,10,88000000,inversed
1393,chimp,9,55000000,1695.9657,human,9,53000000,inversed
1394,chimp,8,146000000,780.9164400000003,gorilla,8,144000000,same
1403,chimp,22,30000000,1440.5333,human,22,29000000,inversed
1411,chimp,9,108000000,474.52692,gorilla,9,116000000,inversed
1412,chimp,4,155000000,272.10843,human,X,52000000,same
1416,chimp,11,101000000,1876.5522,human,11,122000000,inversed
1418,chimp,10,34000000,1918.4446,human,10,11000000,inversed
1425,chimp,11,55000000,1659.4978,human,11,54000000,inversed
1428,chimp,3,192000000,1212.4788,gorilla,3,192000000,inversed
1434,chimp,X,48000000,1508.3423,human,X,8000000,same
1441,chimp,4,135000000,1680.7527,human,4,131000000,inversed
1447,chimp,2A,12000000,1552.661,human,2,11000000,inversed
1451,chimp,11,62000000,986.6274,gorilla,11,61000000,inversed
1468,chimp,2A,45000000,1580.629,human,2,29000000,same
1471,chimp,19,61000000,325.1703,gorilla,19,47000000,same
1487,chimp,3,52000000,1263.0869,gorilla,3,52000000,inversed
1508,chimp,3,65000000,1737.4474,gorilla,3,65000000,inversed
1523,chimp,18,0,1419.6912,human,9,110000000,inversed
1524,chimp,10,129000000,1831.4391,gorilla,10,140000000,same
1532,chimp,14,28000000,1453.3201,human,14,27000000,inversed
1537,chimp,18,55000000,1416.6454,human,18,60000000,same
1541,chimp,4,160000000,1309.4523,human,4,155000000,inversed
1544,chimp,5,48000000,757.6362,human,22,1000000,same
1545,chimp,6,0,623.8787,gorilla,6,59000000,inversed
1547,chimp,11,37000000,1598.3889,human,11,42000000,inversed
1554,chimp,1,36000000,1292.2141,gorilla,1,29000000,same
1556,chimp,10,56000000,1170.5723,gorilla,10,70000000,inversed
1557,chimp,9,62000000,1778.4839,gorilla,9,72000000,same
1561,chimp,15,49000000,1385.6101,gorilla,15,50000000,inversed
1568,chimp,X,80000000,1607.7509,human,X,76000000,inversed
1570,chimp,19,34000000,1385.8445,gorilla,19,38000000,same
1573,chimp,2A,27000000,866.0753,gorilla,2A,47000000,same
1574,chimp,11,57000000,279.15204,gorilla,3,20000000,same
1576,chimp,12,105000000,1661.4412,gorilla,12,112000000,same
1580,chimp,4,100000000,1397.2972,gorilla,4,102000000,same
1581,chimp,18,35000000,1567.41,gorilla,18,38000000,inversed
1584,chimp,10,61000000,1499.0206,human,10,58000000,inversed
1586,chimp,3,190000000,409.58875,gorilla,3,190000000,same
1587,chimp,14,48000000,574.9458,gorilla,14,47000000,same
1592,chimp,8,34000000,1871.5847,gorilla,8,25000000,same
1593,chimp,15,29000000,931.0102,gorilla,15,30000000,same
1596,chimp,2A,70000000,1668.4324,human,2,68000000,inversed
1603,chimp,18,62000000,1960.1439,gorilla,18,57000000,same
1606,chimp,4,157000000,1242.88,human,4,152000000,inversed
1613,chimp,3,30000000,1420.7144,gorilla,3,30000000,inversed
1624,chimp,21,7000000,1474.3323,gorilla,21,8000000,inversed
1639,chimp,7,79000000,1665.5135,human,7,74000000,inversed
1654,chimp,6,119000000,1846.2714,gorilla,6,118000000,inversed
1664,chimp,1,189000000,944.2012,gorilla,1,193000000,inversed
1666,chimp,5,165000000,1634.3186,human,5,139000000,inversed
1672,chimp,8,138000000,1449.4873,gorilla,8,87000000,same
1675,chimp,Y,4000000,500.98593,human,Y,18000000,same
1677,chimp,4,183000000,1550.8770000000006,human,4,178000000,inversed
1688,chimp,3,113000000,1406.9958,gorilla,3,112000000,inversed
1691,chimp,X,63000000,2070.7889999999998,human,X,59000000,inversed
1696,chimp,7,215000000,2020.2573,gorilla,7,62000000,same
1698,chimp,5,132000000,255.60362,gorilla,16,79000000,same
1716,chimp,10,82000000,1689.4677,gorilla,10,96000000,inversed
1722,chimp,5,36000000,2084.3538,human,5,83000000,inversed
1725,chimp,X,54000000,1870.8678,human,X,51000000,inversed
1731,chimp,5,105000000,496.07587,gorilla,2A,72000000,same
1735,chimp,14,1000000,1140.701,human,14,0,inversed
